"1","1.0000001042851943","3.8007082502148075e-05"
"2","1.0000002085703885","2.7757608168739136e-05"
"3","1.000000284901401","2.0571707418815855e-05"
"4","1.0000000746164799","1.9601492520382094e-05"
"5","0.9999998310608414","1.908849415603788e-05"
"6","0.9999999483187886","1.8596038516347934e-05"
"7","1.0000001813180388","1.8247673214017224e-05"
"8","1.0000001696996217","1.8354957967181276e-05"
"9","0.9999998585214397","1.8937551037378723e-05"
"10","0.99999983155392","1.750040781593361e-05"
"11","1.000000268513445","1.9649424023514076e-05"
"12","1.0000002468721032","1.991729002505814e-05"
"13","0.9999998476698526","2.407508813059824e-05"
"14","0.9999996357237648","2.7764042295366893e-05"
"15","0.9999994373457445","3.420568477750277e-05"
"16","0.9999992314384105","4.618505180328761e-05"
"17","0.9999990525387832","6.415400213012357e-05"
"18","0.9999988655751911","9.868401872749765e-05"
"19","0.9999977384009558","0.00015354245206311605"
"20","0.9999943032281403","0.000380308176955396"
"21","0.9999977383789822","0.0008268542580925763"
"22","0.0","0.0"
"23","0.0","0.0"
"24","0.0","0.0"
"25","0.0","0.0"
"26","0.0","0.0"
"27","0.0","0.0"
"28","0.0","0.0"
"29","0.0","0.0"
"30","0.0","0.0"
"31","0.0","0.0"
"32","0.0","0.0"
"33","0.0","0.0"
"34","0.0","0.0"
"35","0.0","0.0"
"36","0.0","0.0"
"37","0.0","0.0"
"38","0.0","0.0"
"39","0.0","0.0"
"40","0.0","0.0"
"41","0.0","0.0"
"42","0.0","0.0"
"43","0.0","0.0"
"44","0.0","0.0"
"45","0.0","0.0"
"46","0.0","0.0"
"47","0.0","0.0"
"48","0.0","0.0"
"49","0.0","0.0"
"50","0.0","0.0"
"51","0.0","0.0"
"52","0.0","0.0"
"53","0.0","0.0"
"54","0.0","0.0"
"55","0.0","0.0"
"56","0.0","0.0"
"57","0.0","0.0"
"58","0.0","0.0"
"59","0.0","0.0"
"60","0.0","0.0"
"61","0.0","0.0"
"62","0.0","0.0"
"63","0.0","0.0"
"64","0.0","0.0"
"65","0.0","0.0"
"66","0.0","0.0"
"67","0.0","0.0"
"68","0.0","0.0"
"69","0.0","0.0"
"70","0.0","0.0"
"71","0.0","0.0"
"72","0.0","0.0"
"73","0.0","0.0"
"74","0.0","0.0"
"75","0.0","0.0"
"76","0.0","0.0"
"77","0.0","0.0"
"78","0.0","0.0"
"79","0.0","0.0"
"80","0.0","0.0"
"81","0.0","0.0"
"82","0.0","0.0"
"83","0.0","0.0"
"84","0.0","0.0"
"85","0.0","0.0"
"86","0.0","0.0"
"87","0.0","0.0"
"88","0.0","0.0"
"89","0.0","0.0"
"90","0.0","0.0"
"91","0.0","0.0"
"92","0.0","0.0"
"93","0.0","0.0"
"94","0.0","0.0"
"95","0.0","0.0"
"96","0.0","0.0"
"97","0.0","0.0"
"98","0.0","0.0"
"99","0.0","0.0"
"100","0.0","0.0"
